1,319
2,773
3,801
4,390
5,401
6,431
7,133
8,382
9,230
10,200
11,728
12,62
13,555
14,759
15,739
16,236
17,794
18,811
19,353
20,768
21,310
22,307
23,951
24,329
25,2
26,28
27,899
28,358
29,898
30,797
31,370
32,138
33,187
34,909
35,103
36,9
37,293
38,627
39,614
40,606
41,76
42,8
43,62
44,227
45,555
46,329
47,352
48,689
49,623
50,901
51,276
52,238
53,836
54,779
55,533
56,746
57,980
58,708
59,409
60,337
61,735
62,216
63,901
64,777
65,993
66,336
67,245
68,981
69,49
70,970
71,436
72,446
73,482
74,657
75,526
76,206
77,446
78,219
79,827
80,104
81,309
82,706
83,308
84,671
85,860
86,664
87,192
88,978
89,831
90,246
91,414
92,195
93,779
94,66
95,591
96,366
97,957
98,634
99,839
100,676
101,340
102,849
103,897
104,246
105,943
106,988
107,241
108,359
109,680
110,49
111,875
112,183
113,22
114,654
115,89
116,611
117,877
118,548
119,87
120,587
121,840
122,154
123,375
124,359
125,53
126,70
127,850
128,797
129,813
130,611
131,119
132,279
133,114
134,618
135,436
136,19
137,414
138,225
139,609
140,455
141,900
142,849
143,243
144,163
145,39
146,385
147,775
148,381
149,987
150,721
151,818
152,577
153,374
154,659
155,598
156,901
157,839
158,515
159,366
160,298
161,839
162,1
163,986
164,905
165,527
166,874
167,910
168,793
169,855
170,294
171,599
172,605
173,299
174,158
175,460
176,616
177,569
178,78
179,259
180,607
181,367
182,490
183,978
184,401
185,38
186,748
187,416
188,561
189,535
190,39
191,552
192,333
193,272
194,358
195,78
196,719
197,7
198,349
199,779
200,930
201,156
202,483
203,694
204,45
205,401
206,79
207,731
208,83
209,63
210,768
211,341
212,893
213,259
214,60
215,948
216,925
217,265
218,344
219,524
220,478
221,432
222,725
223,246
224,70
225,389
226,269
227,480
228,167
229,427
230,187
231,404
232,612
233,655
234,917
235,712
236,370
237,541
238,30
239,522
240,701
241,158
242,120
243,892
244,158
245,542
246,526
247,613
248,970
249,743
250,100
251,9
252,911
253,894
254,837
255,241
256,584
257,413
258,373
259,774
260,306
261,900
262,307
263,421
264,668
265,966
266,567
267,651
268,229
269,808
270,653
271,346
272,583
273,305
274,420
275,143
276,839
277,844
278,937
279,449
280,609
281,436
282,868
283,348
284,446
285,954
286,904
287,956
288,17
289,682
290,886
291,258
292,685
293,151
294,904
295,278
296,827
297,772
298,730
299,788
300,873
301,212
302,646
303,872
304,992
305,574
306,237
307,346
308,183
309,681
310,873
311,637
312,841
313,763
314,448
315,682
316,113
317,784
318,390
319,179
320,824
321,153
322,452
323,577
324,668
325,332
326,911
327,509
328,750
329,462
330,385
331,694
332,665
333,951
334,669
335,482
336,635
337,763
338,676
339,362
340,405
341,938
342,6
343,622
344,35
345,279
346,584
347,572
348,125
349,806
350,704
351,618
352,983
353,14
354,972
355,998
356,151
357,242
358,126
359,375
360,765
361,201
362,362
363,472
364,961
365,154
366,528
367,995
368,410
369,572
370,774
371,730
372,679
373,83
374,966
375,767
376,527
377,535
378,656
379,880
380,898
381,9
382,760
383,865
384,103
385,459
386,484
387,463
388,643
389,957
390,899
391,461
392,539
393,991
394,698
395,578
396,986
397,570
398,719
399,199
400,570
401,687
402,589
403,498
404,480
405,788
406,15
407,290
408,63
409,46
410,593
411,914
412,681
413,769
414,281
415,482
416,964
417,953
418,280
419,594
420,373
421,573
422,361
423,233
424,922
425,913
426,109
427,777
428,739
429,278
430,188
431,227
432,609
433,340
434,26
435,141
436,888
437,553
438,736
439,891
440,543
441,878
442,119
443,269
444,992
445,435
446,104
447,533
448,123
449,760
450,735
451,940
452,44
453,459
454,934
455,2
456,465
457,414
458,262
459,24
460,768
461,863
462,647
463,513
464,831
465,305
466,990
467,670
468,583
469,763
470,1000
471,983
472,277
473,37
474,36
475,176
476,786
477,703
478,386
479,870
480,131
481,347
482,502
483,580
484,158
485,168
486,761
487,600
488,236
489,49
490,245
491,728
492,107
493,189
494,904
495,264
496,957
497,330
498,175
499,480
500,589
501,772
502,552
503,604
504,708
505,42
506,95
507,621
508,107
509,225
510,81
511,483
512,322
513,656
514,427
515,792
516,895
517,513
518,509
519,707
520,70
521,875
522,123
523,371
524,500
525,341
526,157
527,417
528,820
529,647
530,466
531,546
532,631
533,847
534,402
535,667
536,65
537,3
538,1
539,622
540,111
541,810
542,913
543,909
544,845
545,297
546,186
547,521
548,783
549,926
550,496
551,108
552,444
553,973
554,387
555,486
556,46
557,437
558,501
559,375
560,957
561,294
562,116
563,937
564,948
565,973
566,40
567,897
568,723
569,720
570,341
571,833
572,181
573,336
574,338
575,928
576,218
577,216
578,757
579,6
580,594
581,184
582,690
583,420
584,756
585,94
586,28
587,339
588,808
589,146
590,879
591,689
592,637
593,571
594,358
595,927
596,93
597,425
598,969
599,839
600,173
601,482
602,344
603,712
604,897
605,665
606,208
607,447
608,841
609,389
610,624
611,655
612,810
613,630
614,182
615,256
616,902
617,255
618,989
619,81
620,814
621,475
622,756
623,706
624,729
625,894
626,489
627,926
628,867
629,833
630,376
631,629
632,60
633,875
634,454
635,638
636,115
637,552
638,245
639,976
640,319
641,804
642,315
643,79
644,899
645,611
646,244
647,964
648,609
649,682
650,959
651,709
652,633
653,950
654,151
655,257
656,103
657,481
658,523
659,570
660,826
661,993
662,397
663,575
664,679
665,555
666,887
667,950
668,206
669,915
670,853
671,292
672,407
673,663
674,216
675,745
676,608
677,245
678,505
679,478
680,683
681,958
682,869
683,893
684,994
685,126
686,387
687,487
688,628
689,359
690,742
691,773
692,388
693,1000
694,504
695,631
696,291
697,962
698,701
699,494
700,648
701,697
702,930
703,992
704,654
705,520
706,448
707,829
708,65
709,897
710,183
711,103
712,892
713,380
714,234
715,221
716,184
717,421
718,535
719,819
720,846
721,321
722,103
723,374
724,186
725,340
726,853
727,506
728,554
729,773
730,241
731,559
732,853
733,976
734,131
735,74
736,881
737,330
738,634
739,752
740,710
741,433
742,184
743,873
744,427
745,859
746,377
747,376
748,228
749,955
750,844
751,805
752,730
753,721
754,192
755,514
756,353
757,804
758,935
759,73
760,502
761,919
762,218
763,250
764,259
765,691
766,382
767,541
768,707
769,195
770,214
771,309
772,425
773,612
774,432
775,163
776,569
777,370
778,734
779,547
780,454
781,877
782,351
783,326
784,114
785,163
786,434
787,866
788,808
789,975
790,942
791,964
792,961
793,480
794,766
