1,5,84,907,511
2,682,591,384,953
3,727,520,55,846
4,860,594,586,329
5,650,473,139,780
6,740,910,455,30
7,931,895,340,835
8,679,155,467,304
9,191,458,708,177
10,624,71,644,306
11,825,275,806,739
12,873,138,363,313
13,511,91,871,322
14,785,566,226,889
15,175,35,925,663
16,132,10,892,221
17,117,540,218,451
18,660,884,178,560
19,83,890,231,985
20,732,477,507,554
21,982,740,834,813
22,794,839,171,157
23,10,596,175,184
24,371,739,109,166
25,208,256,246,591
26,508,778,113,856
27,45,396,419,729
28,225,120,766,679
29,41,751,681,418
30,959,572,426,415
31,709,243,328,642
32,179,140,52,668
33,548,911,65,763
34,278,553,324,1000
35,872,109,773,20
36,635,290,573,775
37,818,181,326,951
38,394,645,576,758
39,154,588,442,966
40,547,375,837,388
41,27,391,90,627
42,794,854,738,327
43,561,76,910,649
44,680,176,776,745
45,949,782,296,42
46,949,934,358,526
47,589,125,203,570
48,193,48,891,407
49,821,313,317,834
50,294,495,972,996
51,722,575,548,45
52,101,421,133,337
53,900,676,702,746
54,373,126,793,275
55,386,821,905,220
56,354,397,761,325
57,864,803,527,40
58,64,261,740,106
59,395,870,1,627
60,612,522,872,264
61,70,706,118,795
62,120,689,145,362
63,493,706,402,345
64,41,328,78,358
65,71,644,210,14
66,996,185,56,393
67,403,743,461,858
68,666,853,64,283
69,333,843,680,203
70,302,856,232,566
71,14,394,756,219
72,369,989,159,860
73,352,917,326,866
74,95,595,196,333
75,414,80,218,343
76,146,451,709,9
77,440,670,156,669
78,857,802,847,578
79,452,692,96,753
80,536,176,335,31
81,186,305,696,569
82,861,368,344,219
83,463,355,978,29
84,825,275,784,710
85,674,885,217,115
86,13,523,665,565
87,596,297,5,442
88,7,335,153,208
89,934,857,499,245
90,323,167,772,366
91,29,825,448,662
92,343,343,649,681
93,953,431,601,103
94,721,879,838,662
95,562,170,209,795
96,836,496,535,168
97,424,432,578,441
98,65,58,987,604
99,379,704,748,857
100,907,276,855,888
101,788,464,894,976
102,538,118,905,985
103,179,191,262,237
104,200,839,52,367
105,618,217,694,511
106,421,590,238,755
107,177,384,431,685
108,715,567,560,256
109,379,80,682,816
110,682,618,583,906
111,58,543,362,752
112,276,249,108,940
113,497,452,355,860
114,522,792,741,369
115,49,312,288,424
116,446,420,314,402
117,958,578,651,231
118,827,527,602,389
119,960,788,337,132
120,393,285,338,870
121,179,857,833,843
122,687,376,24,496
123,146,151,448,771
124,28,685,584,450
125,169,700,374,755
126,754,366,50,948
127,439,461,918,389
128,269,588,574,818
129,795,905,999,203
130,398,5,72,939
131,375,524,943,676
132,747,72,361,178
133,437,486,125,436
134,621,611,674,176
135,790,299,849,164
136,464,731,828,455
137,526,154,285,848
138,716,354,639,278
139,13,351,565,71
140,620,34,938,773
141,913,444,898,809
142,227,594,625,129
143,523,116,832,140
144,521,470,108,824
145,122,194,771,926
146,995,980,889,591
147,163,261,427,33
148,214,113,490,611
149,536,742,675,934
150,292,199,712,956
151,838,504,861,482
152,342,526,123,962
153,432,377,951,45
154,57,428,959,289
155,966,632,715,62
156,280,651,787,854
157,165,98,806,324
158,695,853,255,794
159,214,132,829,380
160,725,408,53,281
161,959,16,306,990
162,178,158,386,217
163,551,970,817,921
164,651,129,611,91
165,909,325,780,319
166,182,278,810,627
167,201,641,479,903
168,321,504,165,1
169,88,177,527,12
170,274,52,373,485
171,782,398,721,197
172,170,953,378,682
173,428,402,321,174
174,165,970,494,801
175,476,189,857,580
176,448,249,359,313
177,569,447,415,42
178,234,482,214,526
179,313,121,531,443
180,533,388,223,678
181,942,675,417,805
182,394,640,715,323
183,358,558,436,871
184,876,73,672,40
185,624,894,543,393
186,282,252,989,828
187,283,366,793,58
188,980,738,974,522
189,883,838,203,363
190,790,839,244,237
191,137,690,769,966
192,917,294,531,24
193,281,536,223,366
194,670,794,890,457
195,484,126,498,987
196,836,962,871,502
197,620,429,413,661
198,645,110,669,759
199,152,428,620,683
200,616,576,352,557
201,282,88,621,281
202,696,772,873,583
203,771,638,897,263
204,98,677,166,245
205,731,495,421,726
206,11,434,877,292
207,544,393,89,809
208,883,146,726,230
209,654,255,238,350
210,785,128,863,135
211,32,320,653,490
212,708,12,867,821
213,315,919,667,110
214,659,748,745,168
215,60,706,69,650
216,663,525,977,392
217,852,502,902,5
218,427,594,754,963
219,583,678,932,977
220,183,612,16,892
221,29,536,109,509
222,738,263,615,637
223,346,295,655,666
224,365,951,30,319
225,492,887,694,937
226,925,711,481,544
227,2,531,526,77
228,555,71,501,462
229,196,752,84,848
230,319,195,101,475
231,278,175,982,610
232,213,552,175,325
233,282,646,618,586
234,766,578,16,632
235,623,465,932,921
236,112,110,784,190
237,255,212,403,479
238,516,381,466,812
239,954,291,362,756
240,75,574,767,571
241,6,82,773,207
242,788,108,205,933
243,797,820,330,277
244,473,670,985,320
245,301,418,137,587
246,918,711,381,224
247,796,935,797,855
248,644,945,362,688
249,552,138,110,86
250,499,233,895,256
251,821,828,82,387
252,712,904,905,250
253,730,85,988,897
254,963,603,851,997
255,317,550,4,464
256,390,536,918,291
257,648,539,521,730
258,126,90,492,121
259,854,405,94,859
260,518,716,600,221
261,309,393,921,352
262,825,639,666,947
263,545,312,651,154
264,970,747,255,678
265,8,724,564,174
266,718,539,38,793
267,375,976,150,425
268,415,624,174,328
269,455,436,529,815
270,255,174,273,81
271,603,455,691,428
272,900,305,719,351
273,536,994,53,221
274,582,160,649,219
275,353,39,384,443
276,653,849,65,487
277,599,75,538,289
278,714,554,179,298
279,18,735,531,639
280,237,916,97,659
281,105,454,297,617
282,16,995,501,331
283,715,30,755,437
284,229,743,141,924
285,144,406,887,303
286,95,761,744,516
287,383,934,454,174
288,494,230,38,231
289,81,826,239,309
290,597,870,507,949
291,47,50,86,726
292,878,162,768,78
293,122,658,394,991
294,241,175,83,417
295,345,59,925,531
296,65,568,399,891
297,850,180,241,7
298,18,372,523,835
299,571,193,566,425
300,203,503,470,831
301,699,728,886,588
302,89,25,66,467
303,196,498,827,162
304,58,607,20,68
305,138,431,153,200
306,348,176,447,488
307,458,313,525,67
308,608,493,116,685
309,997,402,514,649
310,533,703,750,966
311,658,710,32,618
312,196,87,166,328
313,197,983,519,105
314,101,684,295,727
315,695,664,410,105
316,524,76,647,551
317,358,143,366,925
318,61,59,233,803
319,929,145,431,459
320,857,901,665,898
321,552,219,161,856
322,902,145,864,894
323,460,934,647,84
324,280,187,199,560
325,281,435,770,681
326,285,91,173,92
327,886,598,823,552
328,847,722,460,983
329,806,672,333,864
330,900,456,15,868
331,6,465,106,905
332,600,122,63,272
333,963,891,983,199
334,797,384,693,819
335,774,736,987,57
336,869,854,421,784
337,812,467,343,167
338,67,129,742,652
339,945,701,944,215
340,141,679,905,823
341,221,754,353,237
342,67,1000,832,551
343,563,51,776,578
344,523,143,304,886
345,434,369,398,498
346,606,356,390,434
347,986,731,170,694
348,369,115,165,744
349,836,137,402,383
350,199,667,27,617
351,222,419,624,141
352,272,769,551,203
353,765,135,26,963
354,869,246,547,606
355,751,162,737,617
356,374,498,45,902
357,757,700,675,14
358,311,371,834,884
359,413,260,470,339
360,140,477,50,686
361,784,489,212,237
362,117,280,68,927
363,603,257,205,277
364,181,227,72,796
365,644,447,972,9
366,493,742,958,768
367,790,691,689,32
368,737,494,678,80
369,592,823,318,818
370,933,434,659,874
371,451,695,588,675
372,927,256,624,780
373,85,888,966,29
374,703,781,933,732
375,601,28,445,303
376,794,148,299,502
377,157,259,203,137
378,409,424,421,18
379,251,773,25,824
380,312,985,214,979
381,175,435,677,866
382,598,107,153,74
383,626,394,776,431
384,261,652,673,548
385,635,134,377,885
386,779,566,803,45
387,605,600,202,297
388,53,679,845,587
389,244,543,812,574
390,191,628,812,706
391,458,259,933,691
392,745,270,389,269
393,220,503,720,905
394,260,341,963,906
395,706,659,839,917
396,163,799,126,880
397,650,943,868,387
398,770,394,714,792
399,592,411,906,639
400,947,980,205,953
401,130,37,773,78
402,758,761,986,380
403,47,587,697,191
404,765,213,501,180
405,874,498,642,679
406,179,883,6,88
407,763,79,964,990
408,619,669,604,507
409,572,959,874,5
410,124,626,817,712
411,259,919,885,249
412,179,377,246,402
413,254,179,682,622
414,217,296,148,417
415,909,487,668,995
416,605,661,945,362
417,558,728,972,337
418,291,51,980,334
419,684,605,908,643
420,267,498,422,711
421,20,199,157,385
422,151,384,347,111
423,431,141,45,138
424,463,505,141,535
425,124,313,627,611
426,756,788,909,397
427,544,735,960,398
428,199,953,648,268
429,517,527,267,690
430,756,727,252,2
431,36,249,501,480
432,614,496,341,677
433,825,808,576,636
434,977,876,131,824
435,737,212,989,344
436,778,120,34,296
437,943,472,897,131
438,699,817,325,28
439,667,210,994,703
440,716,163,655,360
441,209,640,105,892
442,701,615,886,236
443,438,129,985,29
444,726,928,934,686
445,988,96,260,462
446,309,623,126,425
447,689,936,183,150
448,713,571,196,137
449,406,55,69,56
450,174,291,982,495
451,134,392,553,854
452,860,137,18,575
453,690,879,261,291
454,462,304,694,391
455,590,937,389,298
456,654,66,659,390
457,551,944,218,148
458,616,765,326,463
459,1,52,51,170
460,820,296,521,402
461,275,585,29,200
462,128,786,284,247
463,913,383,106,254
464,379,865,210,747
465,408,564,11,692
466,570,183,102,186
467,700,277,872,340
468,945,1000,786,755
469,621,628,428,486
470,461,698,591,571
471,757,490,786,400
472,33,907,586,672
473,775,52,140,356
474,122,322,30,982
475,10,839,972,615
476,663,702,787,215
477,158,863,761,444
478,33,615,553,358
479,272,906,88,458
480,310,790,408,7
481,847,79,236,646
482,910,996,616,495
483,217,989,489,933
484,795,627,993,512
485,194,295,505,57
486,716,818,231,239
487,966,445,580,768
488,873,299,162,843
489,467,991,511,322
490,475,15,416,810
491,207,163,849,416
492,297,124,227,144
493,764,264,651,700
494,932,873,699,150
495,72,86,753,481
496,585,3,839,950
497,363,173,556,945
498,236,750,510,520
499,954,482,353,455
500,49,897,223,325
501,436,680,72,573
502,915,625,706,240
503,389,117,443,792
504,620,176,74,738
505,602,265,752,272
506,258,710,319,710
507,410,196,720,859
508,41,61,767,469
509,446,831,19,321
510,244,80,494,949
511,326,403,918,798
512,944,480,699,112
513,285,683,370,398
514,172,486,625,916
515,13,125,307,680
516,614,282,117,86
517,170,743,506,498
518,120,523,142,710
519,176,727,648,141
520,762,183,848,784
521,65,345,403,437
522,913,188,801,728
523,762,45,721,881
524,21,547,201,101
525,449,335,797,1000
526,562,338,157,903
527,375,733,87,502
528,246,322,221,605
529,71,365,597,562
530,726,667,880,766
531,717,173,14,846
532,992,499,366,601
533,654,922,234,262
534,288,762,993,129
535,488,76,332,469
536,545,611,742,662
537,810,592,952,381
538,181,182,781,311
539,645,163,93,717
540,543,661,743,743
541,34,426,502,784
542,802,618,980,130
543,55,283,299,781
544,738,479,249,836
545,634,220,981,897
546,454,184,777,594
547,914,709,282,422
548,238,459,86,462
549,143,746,761,248
550,410,133,942,265
551,98,17,888,918
552,394,5,723,932
553,633,42,442,123
554,169,17,185,413
555,86,680,195,191
556,540,530,415,108
557,197,965,66,837
558,625,340,995,929
559,395,96,838,227
560,702,346,507,275
561,146,645,484,981
562,393,40,349,582
563,455,842,328,787
564,653,731,355,914
565,276,879,895,158
566,78,626,310,273
567,425,475,558,96
568,821,490,693,391
569,647,16,347,892
570,942,167,53,538
571,849,692,316,318
572,70,799,371,463
573,560,977,947,899
574,814,432,468,349
575,48,851,608,220
576,528,74,2,329
577,598,171,690,813
578,522,71,321,171
579,46,188,679,438
580,534,446,265,865
581,641,748,317,242
582,721,625,689,611
583,910,691,391,72
584,637,446,616,854
585,778,875,723,662
586,202,207,419,720
587,379,977,699,515
588,423,473,378,146
589,911,228,861,324
590,370,281,875,155
591,346,695,290,747
592,436,249,563,782
593,955,878,683,985
594,908,801,214,731
595,297,44,585,737
596,905,367,79,614
597,648,645,221,705
598,797,66,654,765
599,221,417,140,831
600,424,397,19,859
601,514,386,657,732
602,399,136,368,595
603,608,700,676,956
604,225,964,208,381
605,390,864,719,565
606,467,807,937,839
607,695,431,709,103
608,377,705,814,353
609,691,492,136,67
610,295,101,663,586
611,72,971,556,509
612,42,331,544,816
613,370,390,20,542
614,59,164,295,555
615,465,199,708,52
616,933,959,563,3
617,410,2,893,135
618,177,172,498,634
619,847,367,550,319
620,91,603,560,162
621,443,555,505,716
622,477,43,239,375
623,613,85,798,940
624,415,963,896,204
625,430,662,584,756
626,298,426,709,165
627,285,47,222,996
628,275,150,111,61
629,291,273,537,324
630,800,368,880,510
631,36,261,851,28
632,311,715,283,490
633,842,70,739,776
634,175,534,274,285
635,83,589,351,614
636,658,130,909,269
637,304,328,966,674
638,110,605,993,553
639,775,888,581,255
640,51,937,65,506
641,724,891,990,959
642,610,445,685,925
643,662,488,749,870
644,157,940,669,687
645,303,766,463,636
646,731,529,886,335
647,851,692,620,543
648,922,33,355,333
649,247,766,229,735
650,836,380,148,470
651,142,151,956,129
652,656,285,484,173
653,933,997,752,615
654,485,411,262,414
655,704,713,722,113
656,3,147,159,158
657,412,60,257,598
658,940,557,500,350
659,606,365,736,961
660,663,911,345,924
661,595,436,891,603
662,495,136,494,930
663,590,350,472,67
664,680,370,429,473
665,462,329,690,68
666,930,350,351,543
667,220,395,549,196
668,891,708,280,716
669,182,880,21,266
670,40,387,701,371
671,161,754,876,415
672,276,997,532,794
673,631,274,906,189
674,747,750,231,193
675,848,490,766,381
676,372,101,747,125
677,827,842,321,616
678,276,22,769,136
679,521,395,161,714
680,463,105,506,369
681,908,764,376,747
682,221,191,526,190
683,735,928,432,335
684,293,324,300,369
685,291,793,694,348
686,92,544,234,787
687,491,794,520,586
688,668,652,89,283
689,790,815,639,886
690,159,22,196,569
691,311,484,631,764
692,572,462,71,325
693,468,27,645,75
694,788,421,687,646
695,98,595,820,242
696,536,314,973,385
697,600,30,649,386
698,175,911,684,677
699,376,602,197,129
700,660,61,528,111
701,888,628,283,575
702,453,224,329,269
703,827,977,112,18
704,724,481,524,418
705,178,919,284,465
706,867,652,644,748
707,907,529,845,254
708,326,96,566,498
709,871,366,462,787
710,592,269,752,494
711,689,418,489,451
712,880,302,102,42
713,484,480,681,717
714,322,589,286,881
715,236,1000,933,977
716,981,364,964,578
717,947,827,178,731
718,725,451,399,993
719,199,738,61,662
720,626,314,531,391
721,765,275,764,179
722,274,981,871,16
723,761,449,573,922
724,678,808,331,864
725,243,886,978,355
726,394,411,182,702
727,489,769,172,532
728,18,266,65,315
729,482,603,602,315
730,421,911,432,131
731,163,719,255,295
732,874,721,185,847
733,225,849,728,410
734,455,435,164,177
735,177,550,946,329
736,508,903,935,227
737,476,304,880,917
738,273,507,333,953
739,234,916,599,403
740,157,987,477,550
741,845,31,929,826
742,554,779,69,519
743,320,93,647,613
744,717,438,1000,717
745,661,5,39,223
746,32,26,209,420
747,34,732,966,638
748,792,961,646,222
749,814,593,58,880
750,211,596,536,479
751,509,698,293,821
752,675,936,877,692
753,73,389,420,824
754,693,379,157,711
755,776,775,939,371
756,786,229,287,706
757,884,90,587,241
758,791,853,420,377
759,405,540,654,124
760,274,688,90,759
761,4,88,630,275
762,16,724,207,57
763,77,823,854,911
764,808,397,991,458
765,324,178,338,908
766,454,497,615,292
767,36,646,46,79
768,192,436,562,734
769,701,690,740,528
770,138,273,245,629
771,508,61,831,848
772,35,236,672,532
773,306,973,31,33
774,734,948,924,191
775,859,243,858,429
776,545,936,628,323
777,346,612,687,357
778,473,100,727,166
779,947,208,683,372
780,892,127,177,40
781,508,159,253,970
782,144,60,1000,311
783,98,665,599,869
784,122,583,836,626
785,424,341,663,802
786,495,160,510,452
787,274,909,884,591
788,128,145,647,182
789,569,134,316,833
790,800,385,940,358
791,953,526,738,92
792,774,629,371,990
793,520,657,294,945
794,625,913,348,631
795,16,599,229,972
796,176,434,603,340
797,139,870,390,261
798,61,645,677,564
799,27,753,218,963
800,96,979,489,300
801,470,277,833,936
802,184,165,832,951
803,909,928,28,852
804,35,489,870,576
805,439,687,194,122
806,337,680,915,97
807,147,597,109,724
808,473,182,519,174
809,628,692,181,33
810,304,835,742,97
811,721,681,564,533
812,983,148,403,23
813,867,997,709,49
814,528,806,540,8
815,560,898,1,294
816,654,965,741,520
817,89,677,667,189
818,350,419,696,846
819,644,712,597,568
820,746,189,964,271
821,246,61,299,467
822,616,532,971,680
823,761,936,278,883
824,517,762,602,990
825,862,515,240,288
826,617,599,315,734
827,313,518,353,54
828,86,233,743,629
829,299,896,48,53
830,471,618,969,315
831,78,76,556,57
832,751,282,138,575
833,816,395,453,161
834,722,629,827,836
835,572,785,740,214
836,229,355,742,130
837,1,672,329,711
838,286,66,972,985
839,324,724,346,349
840,458,588,188,889
841,661,546,910,645
842,964,995,231,232
843,193,392,201,222
844,870,817,201,744
845,572,746,859,800
846,746,851,830,75
847,931,328,936,35
848,523,399,822,8
849,670,695,118,367
850,565,568,898,568
851,565,809,79,872
852,18,614,31,502
853,266,93,744,668
854,178,790,367,536
855,819,777,131,896
856,659,145,731,828
857,157,6,698,455
858,841,210,634,341
859,167,528,220,430
860,739,919,230,460
861,407,242,513,427
862,702,490,299,186
863,478,536,698,926
864,782,84,138,574
865,965,778,908,789
866,921,665,608,620
867,546,594,240,573
868,579,359,156,974
869,865,409,649,246
870,366,751,80,164
871,844,905,201,504
872,463,607,117,74
873,897,855,198,92
874,799,417,324,611
875,943,315,316,602
876,958,698,516,299
877,385,638,256,978
878,214,664,75,309
879,768,620,604,719
880,143,375,740,116
881,869,267,321,876
882,549,906,312,52
883,121,144,902,854
884,436,782,880,133
885,159,188,386,381
886,734,266,399,122
887,476,906,633,314
888,29,739,317,913
889,986,884,995,987
890,821,835,481,656
891,76,39,171,779
892,155,203,559,748
893,320,715,772,339
894,136,315,571,732
895,382,628,742,565
896,551,417,447,438
897,953,987,242,1
898,460,940,629,776
899,17,98,63,341
900,524,377,596,895
901,193,940,597,592
902,404,290,151,353
903,803,229,339,893
904,445,39,365,363
905,774,314,859,746
906,348,708,882,160
907,905,577,294,159
908,649,467,42,634
909,11,498,845,888
910,432,12,19,926
911,580,693,501,273
912,405,137,967,141
913,802,150,138,586
914,900,404,985,889
915,601,741,283,969
916,487,950,472,458
917,113,711,506,47
918,170,720,876,661
919,806,550,750,855
920,385,693,133,702
921,865,912,928,971
922,437,8,815,790
923,162,764,10,701
924,6,395,97,29
925,975,954,627,845
926,913,36,689,329
927,745,133,579,597
928,801,811,921,837
929,798,371,927,692
930,71,113,592,975
931,939,987,957,612
932,510,20,51,292
933,589,317,816,811
934,694,90,261,255
935,793,774,967,13
936,853,837,968,999
937,279,468,245,888
938,256,586,640,910
939,452,851,457,245
940,501,306,625,804
941,29,314,306,720
942,235,86,114,600
943,671,800,924,75
944,938,558,397,155
945,555,114,483,856
946,30,560,325,757
947,20,848,838,253
948,863,847,236,604
949,572,669,399,644
950,561,585,443,621
951,874,737,309,360
952,111,296,982,735
953,317,871,291,857
954,547,323,746,153
955,358,734,218,899
956,832,868,947,889
957,410,632,84,721
958,345,23,654,579
959,670,389,379,678
960,688,310,687,659
961,366,57,299,276
962,559,533,718,680
963,528,225,216,93
964,720,215,726,503
965,454,77,405,852
966,86,713,679,388
967,188,610,10,302
968,49,384,239,538
969,268,464,567,755
970,372,107,160,167
971,244,32,137,868
972,130,453,664,408
973,791,686,476,487
974,276,793,167,635
975,682,795,260,105
976,567,705,828,785
977,176,595,32,610
978,532,265,614,659
979,559,334,221,25
980,929,303,71,936
981,177,517,331,715
982,297,8,4,610
983,118,764,566,826
984,893,341,719,436
985,583,398,225,14
986,4,522,626,198
987,891,240,518,236
988,701,841,550,661
989,129,722,294,707
990,989,691,324,602
991,847,659,123,668
992,973,330,209,200
993,536,792,223,210
994,885,66,80,690
995,89,845,190,485
996,902,581,296,444
997,988,931,229,256
998,493,474,631,630
999,275,765,962,922
1000,898,261,814,125
